ticket_id,user_id,movie_id,seat_id,status,showtime_id
465592262,jane34_0787,M010,H8,Active,ST0310
851028778,johntran_0587,M007,J5,Active,ST0159
254941987,duongjohn_6838,M025,C9,Active,ST0637
304798764,john06_0234,M012,F9,Active,ST0365
792158175,jane33_4933,M005,G8,Active,ST0108
336040789,john77_0383,M046,F9,Active,ST0970
930627681,jane52_2058,M014,J2,Active,ST0399
360372076,jane10_0019,M003,F4,Active,ST0062
753611557,johnbui_0578,M055,E1,Active,ST1229
914418646,janele_0808,M047,G7,Active,ST0989
576295879,johnpham_6765,M028,B8,Active,ST0666
110821541,john89_0807,M019,H1,Active,ST0569
955146129,dvu_0341,M005,F4,Active,ST0110
277674480,johntran_1769,M032,G2,Active,ST0740
798300212,janemai_0417,M036,A6,Active,ST0814
169815223,jane46_4823,M009,B7,Active,ST0265
275496980,jane56_0474,M019,J3,Active,ST0564
916064237,hmai_0020,M009,H3,Active,ST0275
382155386,john02_0145,M049,H9,Active,ST1055
201965399,johnpham_2703,M046,A8,Active,ST0944
887310767,enguyen_0461,M057,C5,Active,ST1293
565132472,buijane_1077,M006,F1,Active,ST0129
195757131,cpham_3859,M013,B5,Active,ST0384
791009494,duongjane_2033,M007,E3,Active,ST0183
598442720,buijohn_0512,M003,B2,Cancelled,ST0061
796844255,jane97_1806,M057,B2,Active,ST1300
756800389,nguyenjane_2254,M046,A5,Active,ST0964
117292230,john48_1953,M055,J1,Active,ST1222
577017151,janepham_2258,M014,H6,Active,ST0401
829409273,john09_0744,M005,G5,Active,ST0091
416620848,hoangjane_0084,M048,E8,Active,ST1029
170067005,janedang_1908,M012,F2,Active,ST0361
977388343,jane29_2219,M016,D7,Active,ST0450
433139486,jane22_5178,M002,C2,Active,ST0052
587454235,jane41_6387,M031,B3,Active,ST0732
181871150,janebui_5252,M052,B5,Cancelled,ST1153
679930951,johnbui_6577,M019,D7,Active,ST0570
978577743,janehoang_0223,M001,B4,Active,ST0015
199850033,johnvu_2374,M054,J7,Active,ST1200
542314380,jane55_0844,M035,D1,Active,ST0806
472105629,john55_2698,M015,E8,Active,ST0434
987804395,jane47_7126,M024,F1,Active,ST0620
198101045,duongjane_2221,M032,J5,Active,ST0744
781164260,cdang_2398,M017,B9,Active,ST0490
658565995,cpham_1557,M006,A3,Active,ST0120
778775920,john32_1547,M005,B1,Active,ST0107
143094355,pnguyen_0048,M001,B9,Active,ST0006
378343404,jane53_3007,M015,H3,Active,ST0425
261120191,hoangjane_0769,M009,E7,Active,ST0256
665387368,phamjohn_1318,M009,C2,Active,ST0260
572922706,jane27_7688,M016,F4,Cancelled,ST0469
398179986,john60_0932,M055,E5,Active,ST1242
898105941,john74_0033,M004,H5,Active,ST0077
924964820,ipham_0148,M047,D3,Active,ST1002
363842974,nguyenjohn_2394,M042,B2,Active,ST0884
956530640,phamjane_3947,M059,A4,Active,ST1340
306287047,maijane_0125,M027,A6,Active,ST0659
153600855,jane54_0083,M018,E9,Active,ST0531
465524288,lejane_0010,M016,F1,Active,ST0456
119990139,jane67_0191,M047,B6,Cancelled,ST1002
350709523,john69_0359,M008,C9,Active,ST0246
785253194,phamjane_0082,M007,E8,Active,ST0180
424181978,hoangjohn_0377,M047,B2,Active,ST0990
713649672,kmai_1985,M037,J6,Active,ST0843
183078921,gle_0157,M057,F2,Active,ST1275
437924919,jane28_3944,M059,C4,Active,ST1339
672951875,bhoang_1848,M001,H4,Active,ST0001
117948784,john64_0374,M034,D7,Active,ST0774
494284028,janenguyen_0296,M051,J2,Active,ST1088
846732354,vmai_0644,M047,B4,Active,ST0987
425485741,ehoang_6666,M042,C9,Active,ST0897
274754415,janetran_1264,M007,F7,Active,ST0172
758050144,jane49_1249,M021,B7,Active,ST0588
697278926,john75_0878,M023,D6,Active,ST0618
795901019,john27_0225,M035,F9,Active,ST0794
879232705,vpham_1358,M011,E2,Active,ST0340
214490295,janetran_4576,M005,J7,Active,ST0091
472606346,tle_2239,M031,J4,Active,ST0735
870813407,vujane_0614,M022,B7,Active,ST0607
202962966,maijane_6041,M053,J4,Active,ST1170
643712880,phamjane_0260,M014,F5,Active,ST0406
187785945,buijohn_4630,M012,E5,Active,ST0352
951452885,ple_1461,M051,J4,Active,ST1089
122476199,janetran_0347,M044,G4,Active,ST0912
425818937,john02_4045,M046,H1,Active,ST0943
569784211,duongjane_6814,M017,D5,Cancelled,ST0489
499171177,duongjohn_0257,M013,G3,Cancelled,ST0387
258339189,john62_7231,M053,A6,Active,ST1170
418197336,vujane_2770,M049,G5,Active,ST1038
744527134,buijane_0123,M006,E1,Active,ST0139
938214105,maijohn_5906,M039,D4,Active,ST0864
288897791,johnpham_7061,M049,B9,Active,ST1054
377661330,janehoang_7715,M037,E5,Active,ST0835
335363672,fduong_7427,M010,J3,Active,ST0301
847497524,john06_1251,M058,D3,Active,ST1307
802413656,janebui_0159,M050,A7,Active,ST1066
394362469,lejane_2341,M035,D4,Active,ST0787
402561357,jane42_2852,M036,F5,Active,ST0829
705095075,nvu_0332,M009,D5,Active,ST0270
709020540,buijane_2354,M016,G5,Active,ST0472
401871584,evu_0756,M014,D4,Active,ST0413
990663913,janeduong_2246,M060,A4,Active,ST1360
344411821,vbui_1543,M026,E6,Active,ST0639
190920087,jane49_2199,M018,A3,Active,ST0540
848360471,john21_6791,M032,A7,Active,ST0744
300257603,johnbui_0886,M006,C9,Active,ST0123
745213474,qvu_1747,M008,B4,Active,ST0221
612087608,jane92_1076,M031,C7,Active,ST0729
512221845,johnhoang_5790,M046,F2,Active,ST0946
755212526,janedang_1248,M002,H9,Active,ST0045
838893287,janemai_1219,M022,F2,Active,ST0606
254133253,tranjohn_1621,M020,G9,Active,ST0573
602445204,jane98_1125,M017,B6,Active,ST0492
479392273,johnnguyen_0805,M047,H6,Active,ST0996
871251162,janepham_2365,M057,F4,Active,ST1292
665006007,phamjohn_1112,M013,D9,Active,ST0384
435209852,janedang_1420,M016,A8,Active,ST0459
354366060,janele_1931,M009,D7,Active,ST0267
905155113,johnvu_0149,M008,E6,Active,ST0215
990930528,dangjohn_1290,M048,G5,Active,ST1030
474260209,vujane_7742,M010,A5,Active,ST0298
365946846,ovu_0630,M060,C5,Active,ST1374
568340009,johnle_0023,M008,G3,Active,ST0244
656972344,jane24_4989,M035,E7,Active,ST0788
877400167,gtran_1939,M039,B2,Active,ST0858
246282938,john05_2263,M052,G7,Active,ST1145
984652591,pmai_0463,M006,B5,Active,ST0131
298167373,duongjane_5047,M043,B6,Active,ST0900
817504032,janenguyen_0012,M019,H2,Active,ST0569
597204673,atran_0784,M007,G5,Active,ST0196
773718072,johnnguyen_2392,M052,C6,Active,ST1120
485749869,hoangjane_0412,M051,D5,Active,ST1087
776085225,jane02_5913,M056,E5,Active,ST1258
323024652,dangjane_0231,M023,A9,Active,ST0612
190781046,jane07_5447,M056,C1,Active,ST1265
334109533,buijohn_3780,M053,E6,Active,ST1171
206428937,zvu_2516,M046,J7,Active,ST0967
597561147,gduong_0478,M036,C3,Active,ST0817
978098560,jmai_1102,M054,D3,Active,ST1217
997444259,jane41_1837,M048,D8,Active,ST1026
940665556,janebui_5908,M034,D5,Active,ST0781
788313534,dangjohn_0024,M002,C1,Active,ST0043
936638775,kdang_1565,M015,G3,Active,ST0435
107148203,duongjohn_2197,M032,C6,Active,ST0740
730188058,phamjane_7047,M035,F7,Active,ST0796
169898945,dangjohn_1761,M020,G6,Active,ST0573
513099216,jane56_0474,M019,D7,Active,ST0561
837781544,johnnguyen_0805,M011,D3,Active,ST0329
125399419,oduong_0032,M056,A5,Active,ST1263
277556403,dangjane_1374,M034,F2,Active,ST0779
260094842,dbui_0251,M060,H6,Active,ST1372
827059983,jane15_0313,M046,D7,Active,ST0971
125776898,john95_6930,M049,E2,Active,ST1056
537245113,gdang_2642,M050,D9,Active,ST1060
271922401,johntran_0193,M006,B5,Active,ST0143
238467115,johnpham_0565,M012,C5,Active,ST0363
436155872,nguyenjohn_0135,M018,H7,Cancelled,ST0544
414438237,duongjane_3566,M008,E3,Active,ST0236
550743170,maijane_3138,M001,C5,Active,ST0032
837865133,ctran_7704,M009,F5,Active,ST0263
572806318,janenguyen_7964,M012,E5,Active,ST0363
667867184,gbui_0852,M011,C3,Active,ST0343
242549461,evu_0328,M011,J3,Active,ST0328
652620248,bpham_1703,M051,H7,Active,ST1083
788018761,janedang_4257,M052,F1,Active,ST1133
688814501,jane07_7899,M009,B7,Active,ST0283
434706120,johntran_5317,M051,C7,Active,ST1074
995812337,evu_0328,M009,D9,Active,ST0255
924286322,jnguyen_1510,M042,F9,Cancelled,ST0882
859774247,nguyenjohn_5709,M020,F7,Active,ST0577
252414768,maijane_3022,M031,C3,Active,ST0718
791537791,john64_0374,M007,J3,Active,ST0175
914328153,phamjane_4072,M007,J2,Active,ST0167
690843282,maijane_3503,M059,D9,Active,ST1330
755487630,johnnguyen_0297,M028,A7,Active,ST0672
934268635,yduong_1739,M053,B5,Active,ST1185
537387531,janedang_3608,M018,J8,Active,ST0517
304453705,hoangjane_0373,M046,F2,Active,ST0935
667363594,onguyen_0248,M047,J5,Active,ST1013
791996610,maijane_0002,M027,H5,Active,ST0657
124097656,john40_0168,M045,C1,Active,ST0922
829726372,phamjane_7592,M041,A4,Active,ST0876
173635909,janevu_4520,M026,G8,Active,ST0647
454761973,john87_7319,M012,D6,Active,ST0371
101789220,dvu_1906,M052,E2,Active,ST1133
327470714,rduong_6313,M050,F1,Active,ST1061
648070804,dangjane_0231,M017,D8,Active,ST0493
500361171,johnvu_7136,M009,E5,Active,ST0274
747297550,aduong_0127,M026,B2,Active,ST0648
436219807,maijane_0270,M056,F4,Active,ST1268
197249181,ubui_2001,M046,G4,Active,ST0965
477420115,svu_0040,M030,H1,Active,ST0698
259142783,jane21_2856,M011,E4,Active,ST0344
508654866,jane86_0022,M059,G6,Active,ST1330
951930436,rtran_2580,M005,F4,Active,ST0086
861116744,dangjohn_1273,M005,E6,Active,ST0095
928346909,jane07_0336,M053,J5,Active,ST1167
425040100,rpham_0259,M056,C9,Active,ST1271
935830597,john19_2160,M005,F9,Active,ST0116
823116276,spham_7502,M047,B3,Active,ST1012
198399351,hoangjohn_2135,M053,C1,Cancelled,ST1162
872034034,phamjohn_0514,M019,D3,Active,ST0561
287458482,jane72_1730,M031,B7,Active,ST0716
309998506,vujane_2251,M053,H7,Active,ST1160
199608851,hoangjohn_0173,M034,D2,Active,ST0769
114218151,jane47_2210,M024,A7,Active,ST0621
774940282,jane50_6726,M032,B6,Active,ST0756
808445994,bvu_2024,M047,B4,Active,ST0986
644628189,janetran_1630,M047,A9,Active,ST1015
880861726,john97_1813,M017,C1,Active,ST0490
364354620,jane39_5824,M037,F5,Active,ST0839
411466563,jane44_3107,M054,A9,Active,ST1188
797859426,jtran_1524,M057,A4,Active,ST1293
744288481,johnduong_0006,M047,H9,Active,ST1001
987694716,janehoang_0071,M002,E5,Active,ST0046
111824927,johndang_1526,M055,F1,Active,ST1232
442939914,phamjane_0465,M025,A5,Active,ST0633
469742324,jane94_1097,M051,E2,Active,ST1081
719125175,jane96_0276,M002,A6,Active,ST0059
475660707,john68_7493,M013,H9,Active,ST0387
502222762,johnle_0339,M017,C5,Cancelled,ST0481
983400712,tranjohn_0342,M005,F1,Active,ST0091
989889973,duongjane_6381,M045,J4,Active,ST0925
886164718,johnle_2324,M012,E4,Active,ST0371
685684007,johnle_0930,M026,H2,Active,ST0645
481459854,jane22_6138,M051,G9,Active,ST1087
907858372,htran_0694,M006,A6,Active,ST0154
462038487,gduong_0131,M059,C9,Active,ST1335
314015032,vvu_7006,M014,J4,Active,ST0396
504730482,jane30_4182,M059,A7,Active,ST1335
363270477,jane14_2071,M008,E8,Active,ST0231
514478104,john72_0139,M056,D1,Active,ST1259
813111199,janetran_1330,M048,B1,Active,ST1021
644139198,hoangjane_0085,M051,H3,Active,ST1094
701028149,udang_0384,M052,D8,Active,ST1145
727832741,johnnguyen_0215,M032,G9,Active,ST0751
792762612,janele_4598,M030,C9,Active,ST0696
474741215,xmai_0021,M009,C7,Active,ST0284
202540055,jane14_1316,M018,E3,Active,ST0523
307626506,janepham_1699,M053,F8,Active,ST1158
824125887,johndang_0026,M032,E9,Active,ST0741
332535492,johndang_1505,M001,C9,Active,ST0029
296004712,johnle_0128,M038,D3,Active,ST0844
231460372,janetran_6467,M021,J8,Active,ST0596
718712880,jane33_3131,M011,D8,Active,ST0334
961454108,johnduong_5937,M055,G9,Active,ST1240
854010898,htran_0694,M028,A9,Cancelled,ST0677
541351893,buijane_1894,M012,E5,Active,ST0362
604515899,buijane_2247,M011,C4,Active,ST0329
995694550,phamjane_0082,M055,C1,Active,ST1240
169077779,maijohn_0052,M057,C8,Active,ST1298
384526541,johndang_0026,M055,J9,Active,ST1245
843203530,hdang_0068,M033,J2,Active,ST0762
548611977,mpham_3445,M020,F6,Active,ST0582
742477132,lejane_0095,M057,F8,Active,ST1306
540943120,john22_2114,M005,C2,Active,ST0114
741184926,johnpham_3943,M054,H4,Active,ST1218
227195230,johnbui_1375,M057,A2,Active,ST1301
402212306,upham_4404,M055,F5,Active,ST1235
381996448,john59_7866,M056,D8,Active,ST1265
118238756,phamjane_4205,M017,E7,Active,ST0496
131799568,johnvu_3959,M048,B6,Active,ST1026
711143276,hbui_5402,M029,H4,Active,ST0684
320218715,wmai_7974,M007,D6,Active,ST0191
993443872,nguyenjohn_0060,M026,E4,Active,ST0647
694377765,jane36_1624,M008,G1,Active,ST0204
986642752,john64_0374,M038,E6,Active,ST0849
424903282,jhoang_0572,M058,A3,Active,ST1311
984060079,john31_2978,M055,E6,Active,ST1236
335348951,tnguyen_1634,M026,A8,Active,ST0651
534838030,jane36_0511,M042,B2,Active,ST0899
759586099,duongjohn_2044,M020,B1,Active,ST0585
424970048,jane05_4887,M008,C2,Active,ST0206
729435234,ahoang_5296,M026,B3,Active,ST0639
503423920,johntran_5301,M001,A7,Active,ST0024
995166618,janebui_0355,M052,F3,Active,ST1134
195534693,jane55_0844,M035,E9,Active,ST0794
204251379,qle_1417,M029,A8,Active,ST0688
653471161,maijohn_2202,M002,E7,Active,ST0056
539222225,vujohn_1865,M019,J4,Active,ST0562
187649431,jane46_7276,M025,H3,Active,ST0629
230626191,nguyenjohn_1961,M031,C4,Active,ST0720
830696097,jhoang_0346,M036,E2,Active,ST0828
943113653,uhoang_0061,M039,A8,Active,ST0855
130538295,buijohn_0303,M033,J5,Active,ST0764
472891614,tranjohn_0342,M046,J7,Active,ST0981
643112232,cpham_1527,M003,H1,Active,ST0061
620746507,jane37_0017,M051,H3,Active,ST1073
880792364,dangjohn_1893,M005,C7,Active,ST0088
112243564,johntran_0263,M047,C7,Active,ST1000
692162657,ppham_0116,M045,E7,Active,ST0931
634885304,gdang_0242,M052,C7,Active,ST1121
662621814,janetran_1680,M028,E3,Active,ST0667
914020345,johnbui_6379,M007,C4,Active,ST0187
692145145,johnnguyen_2396,M026,J4,Active,ST0643
700484216,buijohn_1177,M050,A2,Active,ST1061
621314127,john97_1457,M006,G6,Active,ST0133
341214936,jane90_0275,M017,E6,Active,ST0493
414277649,edang_5919,M055,H3,Active,ST1222
296849078,ibui_0153,M057,H3,Active,ST1272
301338573,janetran_1330,M011,C7,Active,ST0335
755308827,john58_4460,M037,H7,Active,ST0836
858926500,john06_0234,M005,A7,Active,ST0114
586493098,aduong_0897,M006,G9,Active,ST0150
440664785,john87_1784,M016,G8,Active,ST0463
397880906,john85_1814,M020,E1,Active,ST0585
391020614,hoangjohn_0377,M007,A9,Active,ST0176
110397058,janevu_7894,M018,B5,Active,ST0528
670165766,janenguyen_7413,M046,G6,Active,ST0945
325910527,janehoang_2036,M053,A9,Active,ST1163
698724575,ctran_3422,M057,D1,Active,ST1294
367436382,xle_1689,M021,F7,Active,ST0601
282774264,john40_0168,M045,J9,Active,ST0922
714382960,jane35_0450,M016,G2,Active,ST0451
445989225,tvu_6681,M036,D5,Active,ST0808
182863156,john68_3104,M001,B8,Active,ST0021
627080198,john06_1251,M051,A1,Active,ST1087
627175929,hle_1312,M031,A7,Active,ST0720
792500202,johnvu_5283,M020,F5,Active,ST0576
695799972,john84_3243,M046,C1,Active,ST0985
211361036,john86_1844,M058,H2,Active,ST1313
166157425,janehoang_0423,M046,H8,Active,ST0949
374331738,lejohn_0120,M017,C2,Active,ST0476
373243696,janenguyen_4165,M019,A2,Active,ST0563
957226888,janehoang_0150,M060,E5,Active,ST1369
757728985,john93_0211,M026,H7,Active,ST0648
988061694,dangjane_0329,M027,J7,Active,ST0661
529140523,npham_4857,M018,F3,Active,ST0523
409592930,ppham_0116,M057,A8,Active,ST1286
324743492,bhoang_0190,M008,C5,Active,ST0218
607691629,dangjohn_0035,M001,E9,Active,ST0015
503008635,phamjane_1860,M055,D4,Active,ST1242
863063914,jane20_5223,M057,J6,Active,ST1282
811839028,jane47_0114,M010,H4,Active,ST0305
722551582,dangjane_0588,M017,B6,Active,ST0497
763563127,ohoang_5964,M049,D3,Active,ST1055
917645095,john03_7930,M012,F5,Active,ST0364
917930507,jane32_2843,M017,G4,Active,ST0496
696320521,phamjohn_0227,M009,F9,Active,ST0256
871827700,jane96_2040,M007,D5,Active,ST0188
670428477,jane40_0279,M055,H9,Active,ST1231
457027449,odang_1648,M007,C8,Active,ST0194
211944095,jane11_3024,M007,G9,Active,ST0161
654269576,jane12_2069,M008,A8,Active,ST0238
305643623,janehoang_0150,M029,E1,Active,ST0685
580534758,dangjohn_0141,M049,A8,Active,ST1055
278780881,jane83_2575,M060,E1,Active,ST1347
731085412,wdang_1413,M008,D1,Active,ST0222
849517678,jane55_0844,M046,B5,Cancelled,ST0965
152502971,phamjane_1569,M016,J6,Active,ST0441
683955072,jane35_2579,M046,A6,Active,ST0978
524010363,ymai_4233,M049,J6,Active,ST1053
516669036,john82_0960,M055,B7,Active,ST1248
226237555,john46_0350,M009,H7,Active,ST0284
114805550,bnguyen_5390,M030,D8,Active,ST0712
638609718,johntran_5911,M054,C7,Active,ST1205
940879116,jane41_0983,M060,F8,Active,ST1365
941257764,dangjohn_0151,M055,B9,Active,ST1241
625726955,johnmai_0516,M012,C8,Active,ST0358
189219892,jane26_0293,M032,J9,Active,ST0746
997661539,tranjohn_3340,M007,F3,Active,ST0166
892666072,jane53_4107,M054,B4,Active,ST1210
613075172,phamjane_0300,M036,D7,Active,ST0827
632604434,buijohn_0702,M005,B5,Active,ST0101
312118473,janepham_0612,M056,D5,Active,ST1261
952765781,janebui_4825,M055,J2,Active,ST1247
370970650,janeduong_1353,M006,J1,Active,ST0146
411435413,hoangjohn_1103,M051,D7,Active,ST1097
719214014,janehoang_0999,M005,F1,Active,ST0086
378743751,cpham_1095,M036,H3,Cancelled,ST0826
778791497,vujane_7934,M048,J1,Active,ST1025
984488046,john98_1270,M008,D8,Active,ST0215
372327948,johnmai_0333,M006,A1,Active,ST0122
471119722,johnhoang_1522,M028,E2,Active,ST0677
852862124,john22_5662,M007,J9,Active,ST0203
826111128,janevu_2128,M017,C8,Active,ST0492
235285477,john75_6192,M009,D5,Active,ST0264
975222636,johnhoang_4232,M048,A3,Cancelled,ST1033
491280232,jane70_2031,M008,E6,Active,ST0216
550227214,lejohn_4982,M049,F2,Active,ST1050
474315601,janehoang_1638,M007,B6,Active,ST0173
864772887,nguyenjane_6904,M036,H7,Active,ST0831
344962052,sle_0043,M026,C3,Active,ST0642
409258604,jane11_1465,M029,E6,Active,ST0686
606061043,dle_1866,M015,D4,Cancelled,ST0431
552364496,jane41_0210,M025,A4,Active,ST0627
981779136,fbui_0198,M015,B1,Active,ST0429
137460563,john99_2345,M028,D1,Active,ST0664
686163079,john99_6669,M049,H5,Active,ST1047
553521365,jane91_0682,M046,C4,Active,ST0939
567334917,maijane_0102,M013,A7,Active,ST0383
804037089,john79_7732,M031,D9,Cancelled,ST0732
860276228,johnvu_0111,M046,H5,Active,ST0946
954880991,janele_2080,M053,G5,Active,ST1181
315340282,atran_1782,M014,D1,Active,ST0415
699927750,sle_0043,M007,E9,Active,ST0192
128534899,janeduong_0056,M028,F5,Active,ST0663
692955749,jane47_0114,M052,B3,Active,ST1150
666734356,khoang_7598,M060,C1,Cancelled,ST1361
192833048,phamjane_0361,M049,B1,Active,ST1040
176561103,johnduong_0721,M058,D2,Active,ST1316
459883619,johnhoang_3157,M044,G8,Active,ST0912
747425053,vujane_0034,M047,H3,Active,ST0993
491232530,lvu_4485,M060,B4,Active,ST1351
503528327,johnvu_0149,M036,F9,Active,ST0824
693632075,maijohn_2628,M036,J6,Active,ST0810
257418464,dangjohn_1514,M010,J2,Active,ST0318
443100061,sle_0043,M001,C5,Active,ST0026
679637895,jtran_0655,M023,G7,Active,ST0614
907798929,anguyen_2139,M048,E6,Active,ST1026
933467470,johntran_1842,M053,C7,Active,ST1174
212294414,lejane_1600,M046,J9,Active,ST0966
128963268,johnhoang_1118,M046,C6,Active,ST0979
459679048,jane08_0915,M057,J2,Active,ST1295
271816681,tvu_6161,M001,B9,Active,ST0022
629879862,jane58_0044,M046,H8,Active,ST0936
889288368,duongjohn_0858,M060,B5,Active,ST1356
426012107,nguyenjohn_1618,M036,C2,Active,ST0820
630903249,john49_0501,M035,A5,Active,ST0797
991749797,itran_5658,M003,H7,Active,ST0063
155172254,johnle_1515,M037,G6,Active,ST0834
106090252,umai_4089,M009,E6,Active,ST0275
150987445,xmai_2954,M049,C7,Active,ST1042
496875103,ole_1201,M050,J4,Active,ST1064
390536112,mpham_1802,M007,D1,Active,ST0184
109484582,fbui_0198,M052,C2,Active,ST1152
379381608,janedang_0394,M060,D7,Active,ST1364
673129111,hmai_1589,M055,C5,Active,ST1249
959017153,fdang_1988,M017,H2,Active,ST0495
917705198,john25_1779,M018,B5,Active,ST0521
642149299,janevu_2620,M020,C8,Active,ST0580
821401702,johnnguyen_1595,M028,B2,Active,ST0665
893960458,hoangjane_0653,M060,J7,Active,ST1358
116176673,jane69_1325,M047,H3,Active,ST0987
242893722,john58_0134,M006,F6,Active,ST0158
577031018,ctran_0321,M007,E6,Active,ST0192
438702838,janebui_5291,M009,A7,Active,ST0274
382758696,jane81_1549,M057,D8,Active,ST1300
334397350,otran_6750,M001,B2,Active,ST0029
111868710,johnbui_0408,M021,A9,Active,ST0594
971321453,janele_2528,M009,J1,Active,ST0283
874762858,yduong_6235,M054,J1,Active,ST1211
720142492,tranjohn_0556,M052,C6,Active,ST1148
201931846,xbui_1168,M002,G8,Active,ST0046
528118286,dangjohn_0141,M017,J8,Active,ST0483
997009843,john40_0094,M020,A7,Active,ST0577
830010737,janehoang_0150,M052,E3,Active,ST1139
365844486,qle_5551,M047,F6,Active,ST0993
818497643,janemai_1219,M038,G6,Active,ST0850
596947218,jane54_5953,M054,C9,Active,ST1192
400182657,lejane_5700,M036,B2,Active,ST0816
240583955,nguyenjane_0429,M052,B4,Active,ST1153
457932974,lejohn_7674,M010,B3,Cancelled,ST0297
454273435,janehoang_6630,M014,B9,Cancelled,ST0406
190621136,janehoang_4083,M004,H9,Active,ST0079
712440004,gle_1590,M009,G8,Active,ST0255
314176709,jane18_2359,M051,G8,Active,ST1075
593221188,jane17_1826,M017,D6,Active,ST0493
970637469,wdang_1578,M045,G9,Active,ST0931
814733333,inguyen_4283,M009,G1,Active,ST0269
764847228,xbui_1323,M051,D7,Active,ST1077
118579950,jtran_1524,M003,B4,Active,ST0071
561517176,jane11_1563,M012,B1,Active,ST0366
375587074,john35_1055,M035,A5,Active,ST0785
588439003,janele_1731,M044,A5,Active,ST0920
628440281,rbui_0378,M002,C1,Active,ST0042
189523508,jane15_2662,M018,D5,Active,ST0522
323015466,duongjohn_1656,M013,C1,Active,ST0387
516874055,duongjohn_2593,M046,G8,Cancelled,ST0943
503128237,ptran_5979,M016,J1,Active,ST0469
842050238,vujohn_2010,M046,C7,Active,ST0933
845698320,jane77_4801,M010,E9,Active,ST0310
654456006,johndang_0909,M016,J2,Active,ST0453
833844135,duongjohn_0028,M055,J2,Active,ST1224
372821648,janedang_7362,M053,B7,Active,ST1162
804737324,john81_0810,M032,C3,Active,ST0748
725315848,ohoang_0662,M008,G2,Active,ST0212
405576590,duongjane_4061,M036,H2,Active,ST0816
827148584,otran_2253,M001,E9,Active,ST0004
287538071,tranjohn_1122,M047,A5,Cancelled,ST0994
505819860,john46_2752,M041,A5,Active,ST0873
111813279,maijane_0102,M007,H2,Active,ST0186
135706501,inguyen_0316,M036,D3,Active,ST0809
133720975,nguyenjohn_0797,M017,D6,Cancelled,ST0483
198888435,rle_3693,M030,C5,Active,ST0698
648944222,john74_0033,M006,G3,Active,ST0146
841185164,janepham_1159,M055,A1,Active,ST1240
501717240,duongjane_1092,M001,H2,Active,ST0017
729050656,duongjane_0838,M011,D6,Active,ST0341
807528410,xtran_1588,M046,E8,Active,ST0943
549123393,uhoang_0061,M006,J1,Active,ST0154
174438080,johntran_0344,M015,D5,Active,ST0428
810726097,stran_5142,M012,F1,Active,ST0353
651329163,nguyenjohn_0274,M058,C1,Active,ST1314
611568577,dangjohn_1032,M050,J5,Active,ST1062
518334167,jane98_0933,M034,C5,Active,ST0783
282452331,jane75_2347,M007,H7,Active,ST0197
474899706,zduong_0326,M059,H6,Active,ST1335
763702340,dangjane_1930,M037,H7,Active,ST0835
736498556,johnpham_0489,M010,D8,Active,ST0301
124851508,tranjohn_2028,M008,E3,Active,ST0206
272647229,lejane_0086,M058,A5,Active,ST1312
510975001,jane58_0044,M060,G9,Cancelled,ST1369
698057765,john37_7201,M005,A5,Active,ST0094
990939624,mbui_2989,M001,G6,Active,ST0003
997075704,jane01_1889,M020,H4,Active,ST0578
187959495,jane25_2332,M015,D6,Active,ST0424
771832381,lejane_4150,M010,G3,Active,ST0308
265136330,tpham_7803,M030,H8,Active,ST0710
991308806,john14_0381,M043,F6,Active,ST0902
437870530,snguyen_1885,M014,E7,Active,ST0404
655289900,dtran_0233,M025,F2,Active,ST0631
351021909,john55_2786,M049,A7,Active,ST1044
526013563,bpham_1936,M060,J3,Active,ST1367
880530802,anguyen_2697,M008,F1,Active,ST0241
573160232,nguyenjane_0036,M014,G9,Active,ST0396
533600714,janebui_0142,M049,A5,Active,ST1056
595013732,lejohn_0014,M057,D4,Active,ST1278
912963548,john58_0134,M010,F6,Active,ST0303
162584092,qvu_2804,M049,D3,Active,ST1041
184878387,johnvu_0677,M045,E9,Active,ST0925
509500154,nnguyen_1696,M053,J8,Active,ST1177
702341563,rtran_4209,M007,F9,Active,ST0167
757769235,hoangjohn_1586,M056,E9,Active,ST1259
269373909,buijane_0340,M020,C4,Active,ST0574
599169347,lejohn_6728,M013,D9,Active,ST0380
507649903,ttran_1803,M042,G5,Active,ST0894
693410633,john68_5818,M011,F4,Active,ST0328
757305399,jane33_5306,M017,B2,Cancelled,ST0511
290372798,lejohn_4423,M055,C6,Active,ST1225
391747918,janebui_0375,M060,E4,Active,ST1362
808107722,janebui_0355,M031,E7,Active,ST0726
456439036,tranjane_3393,M056,B8,Active,ST1269
712917180,john76_6266,M045,C5,Active,ST0926
988740922,tpham_0632,M049,J7,Active,ST1040
513328830,johndang_7263,M010,B9,Active,ST0298
384947098,duongjohn_4004,M009,J8,Active,ST0274
457430353,janevu_7628,M011,C2,Active,ST0327
501577293,jane89_1425,M014,J3,Active,ST0412
569505771,ele_5316,M031,B2,Active,ST0716
313513500,janehoang_7883,M016,J8,Active,ST0451
381080899,jane56_3295,M008,J4,Cancelled,ST0231
512941433,vmai_0396,M024,B9,Active,ST0621
436208001,jane44_1754,M020,D7,Active,ST0571
664607095,mdang_1180,M055,E9,Active,ST1256
197464661,dangjohn_0141,M043,F4,Active,ST0900
392817683,thoang_6102,M014,B1,Active,ST0394
954043468,jane60_2514,M037,B4,Active,ST0836
